,title,category,,
777,VeriFastScore: Speeding up long-form factuality evaluation,chain_of_thought_reduction,,
778,Reasoning Model is Stubborn: Diagnosing Instruction Overriding in Reasoning Models,neither,,
779,Towards Robust Evaluation of STEM Education: Leveraging MLLMs in Project-Based Learning,neither,,
780,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,reasoning_improvement,,
781,Towards Embodiment Scaling Laws in Robot Locomotion,neither,,
782,WebGen-Bench: Evaluating LLMs on Generating Interactive and Functional Websites from Scratch,neither,,
783,Comparing Exploration-Exploitation Strategies of LLMs and Humans: Insights from Standard Multi-armed Bandit Tasks,neither,,
784,Analysing Safety Risks in LLMs Fine-Tuned with Pseudo-Malicious Cyber Security Data,neither,,
785,Lifelong Safety Alignment for Language Models,neither,,
786,Do LLMs have a Gender (Entropy) Bias?,neither,,
787,CRMArena-Pro: Holistic Assessment of LLM Agents Across Diverse Business Scenarios and Interactions,neither,,
788,Personalized Safety in LLMs: A Benchmark and A Planning-Based Agent Approach,neither,,
789,Personalisation or Prejudice? Addressing Geographic Bias in Hate Speech Detection using Debias Tuning in Large Language Models,neither,,
790,Can Language Models Understand Social Behavior in Clinical Conversations?,neither,,
791,Symbol-based entity marker highlighting for enhanced text mining in materials science with generative AI,neither,,
792,FloE: On-the-Fly MoE Inference on Memory-constrained GPU,neither,,
793,J1: Incentivizing Thinking in LLM-as-a-Judge via Reinforcement Learning,reasoning_improvement,,
794,Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,reasoning_improvement,,
795,LLM Access Shield: Domain-Specific LLM Framework for Privacy Policy Compliance,neither,,
796,Optimal Policy Minimum Bayesian Risk,reasoning_improvement,,
797,EasyDistill: A Comprehensive Toolkit for Effective Knowledge Distillation of Large Language Models,neither,,
798,SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents,neither,,
799,Beyond Templates: Dynamic Adaptation of Reasoning Demonstrations via Feasibility-Aware Exploration,reasoning_improvement,,
800,SWE-Dev: Evaluating and Training Autonomous Feature-Driven Software Development,neither,,
801,Foundation Models for Geospatial Reasoning: Assessing Capabilities of Large Language Models in Understanding Geometries and Topological Spatial Relations,reasoning_improvement,,
802,ExeSQL: Self-Taught Text-to-SQL Models with Execution-Driven Bootstrapping for SQL Dialects,neither,,
803,SALMONN-omni: A Standalone Speech LLM without Codec Injection for Full-duplex Conversation,neither,,
804,SELF: Self-Extend the Context Length With Logistic Growth Function,neither,,
805,Token-Level Uncertainty Estimation for Large Language Model Reasoning,reasoning_improvement,,
806,Reinforcing Multi-Turn Reasoning in LLM Agents via Turn-Level Credit Assignment,reasoning_improvement,,
807,Search-Based Correction of Reasoning Chains for Language Models,reasoning_improvement,,
808,Self-Evolving Curriculum for LLM Reasoning,reasoning_improvement,,
809,Incorporating Token Usage into Prompting Strategy Evaluation,reasoning_improvement,,
810,PsyMem: Fine-grained psychological alignment and Explicit Memory Control for Advanced Role-Playing LLMs,neither,,
811,Step-wise Adaptive Integration of Supervised Fine-tuning and Reinforcement Learning for Task-Specific LLMs,reasoning_improvement,,
812,DGRO: Enhancing LLM Reasoning via Exploration-Exploitation Control and Reward Variance Management,reasoning_improvement,,
813,MindOmni: Unleashing Reasoning Generation in Vision Language Models with RGPO,reasoning_improvement,,
814,Detection and Mitigation of Hallucination in Large Reasoning Models: A Mechanistic Perspective,reasoning_improvement,,
815,Learning to Reason via Mixture-of-Thought for Logical Reasoning,reasoning_improvement,,
816,Distilling LLM Agent into Small Models with Retrieval and Code Tools,both,,
817,Learning to Focus: Context Extraction for Efficient Code Vulnerability Detection with Language Models,reasoning_improvement,,
818,Activation Control for Efficiently Eliciting Long Chain-of-thought Ability of Language Models,reasoning_improvement,,
819,Reason-Align-Respond: Aligning LLM Reasoning with Knowledge Graphs for KGQA,reasoning_improvement,,
820,Automated scientific minimization of regret,neither,,
821,QwenLong-L1: Towards Long-Context Large Reasoning Models with Reinforcement Learning,reasoning_improvement,,
822,Don't Overthink it. Preferring Shorter Thinking Chains for Improved LLM Reasoning,chain_of_thought_reduction,,
823,Fast Quiet-STaR: Thinking Without Thought Tokens,reasoning_improvement,,
824,Rethinking Agent Design: From Top-Down Workflows to Bottom-Up Skill Evolution,neither,,
825,"Granziol, Diego",neither,,
826,Reinforcement Learning Finetunes Small Subnetworks in Large Language Models,neither,,
827,REMOR: Automated Peer Review Generation with LLM Reasoning and Multi-Objective Reinforcement Learning,reasoning_improvement,,
828,Rethinking Optimal Verification Granularity for Compute-Efficient Test-Time Scaling,neither,,
829,Efficient Uncertainty Estimation via Distillation of Bayesian Large Language Models,reasoning_improvement,,
830,Behavior Injection: Preparing Language Models for Reinforcement Learning,neither,,
831,Pedagogy-R1: Pedagogically-Aligned Reasoning Model with Balanced Educational Benchmark,reasoning_improvement,,
832,Exploring the Vulnerability of the Content Moderation Guardrail in Large Language Models via Intent Manipulation,neither,,
833,TAG-INSTRUCT: Controlled Instruction Complexity Enhancement through Structure-based Augmentation,reasoning_improvement,,
834,"Invisible Tokens, Visible Bills: The Urgent Need to Audit Hidden Operations in Opaque LLM Services",neither,,
835,Local Mixtures of Experts: Essentially Free Test-Time Training via Model Merging,neither,,
836,Mechanistic Fine-tuning for In-context Learning,reasoning_improvement,,
837,Emotional Supporters often Use Multiple Strategies in a Single Turn,neither,,
838,Misaligning Reasoning with Answers -- A Framework for Assessing LLM CoT Robustness,reasoning_improvement,,
839,Language Matters: How Do Multilingual Input and Reasoning Paths Affect Large Reasoning Models?,reasoning_improvement,,
840,TIME: A Multi-level Benchmark for Temporal Reasoning of LLMs in Real-World Scenarios,reasoning_improvement,,
841,Optimizing Retrieval Augmented Generation for Object Constraint Language,neither,,
842,ViC-Bench: Benchmarking Visual-Interleaved Chain-of-Thought Capability in MLLMs with Free-Style Intermediate State Representations,reasoning_improvement,,
843,UniVG-R1: Reasoning Guided Universal Visual Grounding with Reinforcement Learning,reasoning_improvement,,
844,"Pierce the Mists, Greet the Sky: Decipher Knowledge Overshadowing via Knowledge Circuit Analysis",reasoning_improvement,,
845,$C^3$-Bench: The Things Real Disturbing LLM based Agent in Multi-Tasking,neither,,
846,Can Large Language Models Infer Causal Relationships from Real-World Text?,reasoning_improvement,,
847,LLM-QFL: Distilling Large Language Model for Quantum Federated Learning,neither,,
848,Efficient Large Language Model Inference with Neural Block Linearization,chain_of_thought_reduction,,
849,TAT-R1: Terminology-Aware Translation with Reinforcement Learning and Word Alignment,neither,,
850,MME-Reasoning: A Comprehensive Benchmark for Logical Reasoning in MLLMs,reasoning_improvement,,
851,Who Reasons in the Large Language Models?,reasoning_improvement,,
852,Walk Before You Run! Concise LLM Reasoning via Reinforcement Learning,reasoning_improvement,,
853,How does Transformer Learn Implicit Reasoning?,reasoning_improvement,,
854,Llama-Nemotron: Efficient Reasoning Models,reasoning_improvement,,
855,Kalman Filter Enhanced GRPO for Reinforcement Learning-Based Language Model Reasoning,reasoning_improvement,,
856,"How well do LLMs reason over tabular data, really?",reasoning_improvement,,
857,Assessing the Chemical Intelligence of Large Language Models,neither,,
858,AGI-Elo: How Far Are We From Mastering A Task?,neither,,
859,"A Token is Worth over 1,000 Tokens: Efficient Knowledge Distillation through Low-Rank Clone",chain_of_thought_reduction,,
860,Chain-of-Thought Tokens are Computer Program Variables,reasoning_improvement,,
861,DRA-GRPO: Exploring Diversity-Aware Reward Adjustment for R1-Zero-Like Training of Large Language Models,neither,,
862,Contextual Phenotyping of Pediatric Sepsis Cohort Using Large Language Models,neither,,
863,SoftCoT++: Test-Time Scaling with Soft Chain-of-Thought Reasoning,reasoning_improvement,,
864,HessFormer: Hessians at Foundation Scale,neither,,
865,Shadow-FT: Tuning Instruct via Base,neither,,
866,ToTRL: Unlock LLM Tree-of-Thoughts Reasoning Potential through Puzzles Solving,reasoning_improvement,,
867,Do Not Let Low-Probability Tokens Over-Dominate in RL for LLMs,neither,,
868,LEXam: Benchmarking Legal Reasoning on 340 Law Exams,reasoning_improvement,,
869,FLASH-D: FlashAttention with Hidden Softmax Division,neither,,
870,Which Data Attributes Stimulate Math and Code Reasoning? An Investigation via Influence Functions,reasoning_improvement,,
871,Learning to Reason without External Rewards,reasoning_improvement,,
872,REA-RL: Reflection-Aware Online Reinforcement Learning for Efficient Large Reasoning Models,reasoning_improvement,,
873,An Explainable Diagnostic Framework for Neurodegenerative Dementias via Reinforcement-Optimized LLM Reasoning,reasoning_improvement,,
874,Speculative Decoding Meets Quantization: Compatibility Evaluation and Hierarchical Framework Design,neither,,
875,Infi-MMR: Curriculum-based Unlocking Multimodal Reasoning via Phased Reinforcement Learning in Multimodal Small Language Models,reasoning_improvement,,
876,DIP-R1: Deep Inspection and Perception with RL Looking Through and Understanding Complex Scenes,neither,,
877,Case-Based Reasoning Enhances the Predictive Power of LLMs in Drug-Drug Interaction,reasoning_improvement,,
878,VideoReasonBench: Can MLLMs Perform Vision-Centric Complex Video Reasoning?,reasoning_improvement,,
879,EL4NER: Ensemble Learning for Named Entity Recognition via Multiple Small-Parameter Large Language Models,neither,,
880,Activation-Guided Consensus Merging for Large Language Models,neither,,
881,Legal Rule Induction: Towards Generalizable Principle Discovery from Analogous Judicial Precedents,reasoning_improvement,,
882,Scaling Laws for State Dynamics in Large Language Models,neither,,
883,Can Large Language Models Understand Internet Buzzwords Through User-Generated Content,neither,,
884,The Energy Cost of Reasoning: Analyzing Energy Usage in LLMs with Test-time Compute,chain_of_thought_reduction,,
885,"PhyX: Does Your Model Have the ""Wits"" for Physical Reasoning?",reasoning_improvement,,
886,R1-Searcher++: Incentivizing the Dynamic Knowledge Acquisition of LLMs via Reinforcement Learning,reasoning_improvement,,
887,T2I-ConBench: Text-to-Image Benchmark for Continual Post-training,neither,,
888,Reinforcing Question Answering Agents with Minimalist Policy Gradient Optimization,reasoning_improvement,,
889,NovelSeek: When Agent Becomes the Scientist -- Building Closed-Loop System from Hypothesis to Verification,reasoning_improvement,,
890,NOVER: Incentive Training for Language Models via Verifier-Free Reinforcement Learning,reasoning_improvement,,
891,Dynamic Sampling that Adapts: Iterative DPO for Self-Aware Mathematical Reasoning,reasoning_improvement,,
892,Children's Mental Models of AI Reasoning: Implications for AI Literacy Education,neither,,
893,OpenEthics: A Comprehensive Ethical Evaluation of Open-Source Generative Large Language Models,neither,,
894,SafeKey: Amplifying Aha-Moment Insights for Safety Reasoning,reasoning_improvement,,
895,AGENTIF: Benchmarking Instruction Following of Large Language Models in Agentic Scenarios,neither,,
896,Interactive Post-Training for Vision-Language-Action Models,neither,,
897,DanmakuTPPBench: A Multi-modal Benchmark for Temporal Point Process Modeling and Understanding,neither,,
898,RFTF: Reinforcement Fine-tuning for Embodied Agents with Temporal Feedback,reasoning_improvement,,
899,CoTGuard: Using Chain-of-Thought Triggering for Copyright Protection in Multi-Agent LLM Systems,neither,,
900,Agentic Robot: A Brain-Inspired Framework for Vision-Language-Action Models in Embodied Agents,reasoning_improvement,,
901,Benchmarking LLMs' Swarm intelligence,neither,,
902,SToLa: Self-Adaptive Touch-Language Framework with Tactile Commonsense Reasoning in Open-Ended Scenarios,reasoning_improvement,,
903,Architectural Precedents for General Agents using Large Language Models,neither,,
904,Superposition Yields Robust Neural Scaling,neither,,
905,VRAG-RL: Empower Vision-Perception-Based RAG for Visually Rich Information Understanding via Iterative Reasoning with Reinforcement Learning,reasoning_improvement,,
906,AI Mathematician: Towards Fully Automated Frontier Mathematical Research,reasoning_improvement,,
907,Unsupervised Post-Training for Multi-Modal LLM Reasoning via GRPO,reasoning_improvement,,
908,Pangu Embedded: An Efficient Dual-system LLM Reasoner with Metacognition,reasoning_improvement,,
909,Can Large Language Models Trigger a Paradigm Shift in Travel Behavior Modeling? Experiences with Modeling Travel Satisfaction,neither,,
910,When Thinking Fails: The Pitfalls of Reasoning for Instruction-Following in LLMs,neither,,
911,ALAS: A Stateful Multi-LLM Agent Framework for Disruption-Aware Planning,neither,,
