Team Cohere, :, Aakanksha and 227 more,neither
FRASE: Structured Representations for Generalizable SPARQL Query Generation,neither,,
The Geometry of Concepts: Sparse Autoencoder Feature Structure,neither,,
DeepPsy-Agent: A Stage-Aware and Deep-Thinking Emotional Support Agent System,neither,,
LeX-Art: Rethinking Text Generation via Scalable High-Quality Data Synthesis,neither,,
TS-HTFA: Advancing Time-Series Forecasting via Hierarchical Text-Free Alignment with Large Language Models,neither,,
Direct Discriminative Optimization: Your Likelihood-Based Visual Generative Model is Secretly a GAN Discriminator,neither,,
Alchemist: Towards the Design of Efficient Online Continual Learning System,neither,,
OmniSQL: Synthesizing High-quality Text-to-SQL Data at Scale,neither,,
OmniMamba: Efficient and Unified Multimodal Understanding and Generation via State Space Models,neither,,
Tensor-decomposition-based A Priori Surrogate (TAPS) modeling for ultra large-scale simulations,neither,,
Can LLMs Enable Verification in Mainstream Programming?,neither,,
From Code to Courtroom: LLMs as the New Software Judges,neither,,
Shakespearean Sparks: The Dance of Hallucination and Creativity in LLMs' Decoding Layers,neither,,
PanguIR Technical Report for NTCIR-18 AEOLLM Task,neither,,
Benchmarking Open-Source Large Language Models on Healthcare Text Classification Tasks,neither,,
MASS: Mathematical Data Selection via Skill Graphs for Pretraining Large Language Models,neither,,
TreeSynth: Synthesizing Diverse Data from Scratch via Tree-Guided Subspace Partitioning,neither,,
Do Chinese models speak Chinese languages?,neither,,
Inference-Time Scaling for Complex Tasks: Where We Stand and What Lies Ahead,neither,,
Dynamic Topic Analysis in Academic Journals using Convex Non-negative Matrix Factorization Method,neither,,
UltraRAG: A Modular and Automated Toolkit for Adaptive Retrieval-Augmented Generation,neither,,
Unlocking Generalization for Robotics via Modularity and Scale,neither,,
"Dalal, Murtaza",neither,,
A Query Optimization Method Utilizing Large Language Models,neither,,
RLCAD: Reinforcement Learning Training Gym for Revolution Involved CAD Command Sequence Generation,neither,,
Smoke and Mirrors: Jailbreaking LLM-based Code Generation via Implicit Malicious Prompts,neither,,
Unlocking the Potential of Past Research: Using Generative AI to Reconstruct Healthcare Simulation Models,neither,,
Semantic Integrity Constraints: Declarative Guardrails for AI-Augmented Data Processing Systems,neither,,
LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language,neither,,
CoSIL: Software Issue Localization via LLM-Driven Code Repository Graph Searching,neither,,
Probabilistic Uncertain Reward Model,neither,,
"Mroueh, Youssef",neither,,
Agents Play Thousands of 3D Video Games,neither,,
Quality-Driven Curation of Remote Sensing Vision-Language Data via Learned Scoring Models,neither,,
DARS: Dynamic Action Re-Sampling to Enhance Coding Agent Performance by Adaptive Tree Traversal,neither,,
CrowdSelect: Synthetic Instruction Data Selection with Multi-LLM Wisdom,neither,,
EdgeInfinite: A Memory-Efficient Infinite-Context Transformer for Edge Devices,neither,,
REMAC: Self-Reflective and Self-Evolving Multi-Agent Collaboration for Long-Horizon Robot Manipulation,neither,,
A Large-Scale Vision-Language Dataset Derived from Open Scientific Literature to Advance Biomedical Generalist AI,neither,,
Cyborg Data: Merging Human with AI Generated Training Data,neither,,
ScalingNoise: Scaling Inference-Time Search for Generating Infinite Videos,neither,,
FFN Fusion: Rethinking Sequential Computation in Large Language Models,neither,,
EAGLE-3: Scaling up Inference Acceleration of Large Language Models via Training-Time Test,neither,,
MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,neither,,
AuthorMist: Evading AI Text Detectors with Reinforcement Learning,neither,,
A Survey on Personalized Alignment -- The Missing Piece for Large Language Models in Real-World Applications,neither,,
Echoes of Power: Investigating Geopolitical Bias in US and China Large Language Models,neither,,
LexPro-1.0 Technical Report,neither,,
CoLLMLight: Cooperative Large Language Model Agents for Network-Wide Traffic Signal Control,neither,,
Growing a Twig to Accelerate Large Vision-Language Models,neither,,
Long-Context Autoregressive Video Modeling with Next-Frame Prediction,neither,,
Parallelized Planning-Acting for Efficient LLM-based Multi-Agent Systems,neither,,
RL-finetuning LLMs from on- and off-policy data with a single algorithm,neither,,
Overtrained Language Models Are Harder to Fine-Tune,neither,,
Beyond Verifiable Rewards: Scaling Reinforcement Learning for Language Models to Unverifiable Data,neither,,
The Procedural Content Generation Benchmark: An Open-source Testbed for Generative Challenges in Games,neither,,
KurTail : Kurtosis-based LLM Quantization,neither,,
AttackSeqBench: Benchmarking Large Language Models' Understanding of Sequential Patterns in Cyber Attacks,neither,,
Can Small Language Models Reliably Resist Jailbreak Attacks? A Comprehensive Evaluation,neither,,
Beyond Cosine Decay: On the effectiveness of Infinite Learning Rate Schedule for Continual Pre-training,neither,,
Knowledge Augmentation in Federation: Rethinking What Collaborative Learning Can Bring Back to Decentralized Data,neither,,
Zero-Shot Multi-Label Classification of Bangla Documents: Large Decoders Vs. Classic Encoders,neither,,
Accelerating Earth Science Discovery via Multi-Agent LLM Systems,neither,,
Securing External Deeper-than-black-box GPAI Evaluations,neither,,
PowerAttention: Exponentially Scaling of Receptive Fields for Effective Sparse Attention,neither,,
Robust Learning of Diverse Code Edits,neither,,
A Survey on Sparse Autoencoders: Interpreting the Internal Mechanisms of Large Language Models,neither,,
Training Hybrid Deep Quantum Neural Network for Reinforcement Learning Efficiently,neither,,
Safety Tax: Safety Alignment Makes Your Large Reasoning Models Less Reasonable,neither,,
Instructor-Worker Large Language Model System for Policy Recommendation: a Case Study on Air Quality Analysis of the January 2025 Los Angeles Wildfires,neither,,
VisEscape: A Benchmark for Evaluating Exploration-driven Decision-making in Virtual Escape Rooms,neither,,
Safety Evaluation and Enhancement of DeepSeek Models in Chinese Contexts,neither,,
Bridging Technology and Humanities: Evaluating the Impact of Large Language Models on Social Sciences Research with DeepSeek-R1,neither,,
DeepSeek-Inspired Exploration of RL-based LLMs and Synergy with Wireless Networks: A Survey,neither,,
Time-R1: Post-Training Large Vision Language Model for Temporal Video Grounding,neither,,
One ruler to measure them all: Benchmarking multilingual long-context language models,neither,,
LLM-TabFlow: Synthetic Tabular Data Generation with Inter-column Logical Relationship Preservation,neither,,
AI-native Memory 2.0: Second Me,neither,,
Sun-Shine: A Foundation Large Language Model for Tibetan Culture and Heritage,neither,,
DeepFund: Will LLM be Professional at Fund Investment? A Live Arena Perspective,neither,,
Extending Silicon Lifetime: A Review of Design Techniques for Reliable Integrated Circuits,neither,,
Adaptively profiling models with task elicitation,neither,,
LLMs are Bug Replicators: An Empirical Study on LLMs' Capability in Completing Bug-prone Code,neither,,
TLUE: A Tibetan Language Understanding Evaluation Benchmark,neither,,
Can Large Language Models Predict Associations Among Human Attitudes?,neither,,
Model Hemorrhage and the Robustness Limits of Large Language Models,neither,,
InteractiveSurvey: An LLM-based Personalized and Interactive Survey Paper Generation System,neither,,
An evaluation of DeepSeek Models in Biomedical Natural Language Processing,neither,,
Detecting Stylistic Fingerprints of Large Language Models,neither,,
Using (Not so) Large Language Models for Generating Simulation Models in a Formal DSL -- A Study on Reaction Networks,neither,,
Beyond the Destination: A Novel Benchmark for Exploration-Aware Embodied Question Answering,neither,,
LAG-MMLU: Benchmarking Frontier LLM Understanding in Latvian and Giriama,neither,,
PLM: Efficient Peripheral Language Models Hardware-Co-Designed for Ubiquitous Computing,neither,,
Human or LLM? A Comparative Study on Accessible Code Generation Capability,neither,,
SEAlign: Alignment Training for Software Engineering Agent,neither,,
A Theoretical Framework for Prompt Engineering: Approximating Smooth Functions with Transformer Prompts,neither,,
Experience Retrieval-Augmentation with Electronic Health Records Enables Accurate Discharge QA,neither,,
Can Multi-modal (reasoning) LLMs work as deepfake detectors?,neither,,
Bridging the Dimensional Chasm: Uncover Layer-wise Dimensional Reduction in Transformers through Token Correlation,neither,,
ActionStudio: A Lightweight Framework for Data and Training of Large Action Models,neither,,
Q-Insight: Understanding Image Quality via Visual Reinforcement Learning,neither,,
Challenges and Paths Towards AI for Software Engineering,neither,,
SQuat: Subspace-orthogonal KV Cache Quantization,neither,,
Rec-R1: Bridging Generative Large Language Models and User-Centric Recommendation Systems via Reinforcement Learning,neither,,
Revealing Hidden Mechanisms of Cross-Country Content Moderation with Natural Language Processing,neither,,
ARbiter: Generating Dialogue Options and Communication Support in Augmented Reality,neither,,
MindEye-OmniAssist: A Gaze-Driven LLM-Enhanced Assistive Robot System for Implicit Intention Recognition and Task Execution,neither,,
Open-Reasoner-Zero: An Open Source Approach to Scaling Up Reinforcement Learning on the Base Model,neither,,
Query and Conquer: Execution-Guided SQL Generation,neither,,
FinTMMBench: Benchmarking Temporal-Aware Multi-Modal RAG in Finance,neither,,
DistiLLM-2: A Contrastive Approach Boosts the Distillation of LLMs,neither,,
HELM: Human-Preferred Exploration with Language Models,neither,,
ReviewAgents: Bridging the Gap Between Human and AI-Generated Paper Reviews,neither,,
Pushing the boundaries of Structure-Based Drug Design through Collaboration with Large Language Models,neither,,
Can Frontier LLMs Replace Annotators in Biomedical Text Mining? Analyzing Challenges and Exploring Solutions,neither,,
What do Large Language Models Say About Animals? Investigating Risks of Animal Harm in Generated Text,neither,,
SPECTra: Scalable Multi-Agent Reinforcement Learning with Permutation-Free Networks,neither,,
Efficient but Vulnerable: Benchmarking and Defending LLM Batch Prompting Attack,neither,,
Advancing Mobile GUI Agents: A Verifier-Driven Approach to Practical Deployment,neither,,
Vision-R1: Evolving Human-Free Alignment in Large Vision-Language Models via Vision-Guided Reinforcement Learning,neither,,
Won: Establishing Best Practices for Korean Financial NLP,neither,,
Payload-Aware Intrusion Detection with CMAE and Large Language Models,neither,,
Prompting is Not All You Need! Evaluating LLM Agent Simulation Methodologies with Real-World Online Customer Behavior Data,neither,,
Optimal Scaling Laws for Efficiency Gains in a Theoretical Transformer-Augmented Sectional MoE Framework,neither,,
"Sane, Soham",neither,,
Evaluating Personalized Tool-Augmented LLMs from the Perspectives of Personalization and Proactivity,neither,,
Mark Your LLM: Detecting the Misuse of Open-Source Large Language Models via Watermarking,neither,,
Towards Next-Generation Recommender Systems: A Benchmark for Personalized Recommendation Assistant with LLMs,neither,,
Prada: Black-Box LLM Adaptation with Private Data on Resource-Constrained Devices,neither,,
FAVOR-Bench: A Comprehensive Benchmark for Fine-Grained Video Motion Understanding,neither,,
Evaluating Clinical Competencies of Large Language Models with a General Practice Benchmark,neither,,
"Lian, Yongsheng",neither,,
Rewards Are Enough for Fast Photo-Realistic Text-to-image Generation,neither,,
WritingBench: A Comprehensive Benchmark for Generative Writing,neither,,
Optimizing LLM Inference Throughput via Memory-aware and SLA-constrained Dynamic Batching,neither,,
G-Boost: Boosting Private SLMs with General LLMs,neither,,
Does Context Matter? ContextualJudgeBench for Evaluating LLM-based Judges in Contextual Settings,neither,,
"Agentic Large Language Models, a survey",neither,,
UI-R1: Enhancing Efficient Action Prediction of GUI Agents by Reinforcement Learning,neither,,
KidneyTalk-open: No-code Deployment of a Private Large Language Model with Medical Documentation-Enhanced Knowledge Database for Kidney Disease,neither,,
Learning Generalizable Language-Conditioned Cloth Manipulation from Long Demonstrations,neither,,
Generalized Interpolating Discrete Diffusion,neither,,
ComfyGPT: A Self-Optimizing Multi-Agent System for Comprehensive ComfyUI Workflow Generation,neither,,
